unique_id,race,race_imputed,imputation_probability,date,city,state,zip,county,agencies,highest_force,armed,weapon,aggressive,fleeing,intended_use_of_force,GEOID,NAME,IncomeE,IncomeM,Total_popE,Total_popM,NH_WhiteE,NH_WhiteM,NH_BlackE,NH_BlackM,NH_AsianE,NH_AsianM,Hisp_LatinoE,Hisp_LatinoM,income_tertile,income_quartile,income_quintiles,income_quintiles_nolab,income_sextile,income_septile,income_octile,income_nonile,income_decile,income_15_quant,income_ventile,income_50_quantiles,income_bins,income_bins_100,NH_WhiteP,NH_BlackP,NH_AsianP,Hisp_LatinoP,Majority
29313,Hispanic/Latino,Hispanic/Latino,NA,2020-12-13,New York,NY,10025,New York City,City of New York Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,36061019701,"Census Tract 197.01, New York County, New York",31111,14382,655,172,216,77,105,71,214,99,120,59,1,1,1st Quintile,1,1,1,1,1,1,1,2,4,14,7,0.3297709923664122,0.16030534351145037,0.3267175572519084,0.183206106870229,NA
29314,Other/Unknown,Other/Unknown,NA,2020-12-13,Huntington,IN,46750,Huntington,Huntington Police Department,Gunshot,Armed,Vehicle,Used weapon,Not fleeing,Deadly force,18069961900,"Census Tract 9619, Huntington County, Indiana",51549,7632,4526,441,4373,459,7,11,0,12,128,76,1,2,2nd Quintile,2,2,3,3,3,4,5,7,17,66,33,0.9661953159522757,0.0015466195315952276,0,0.02828104286345559,White
29315,Other/Unknown,White,0.94334,2020-12-13,Farmington,UT,84025,Davis,Farmington Police Department,Gunshot,Armed,Uncertain,Advanced toward officer(s),Not fleeing,Deadly force,49011126206,"Census Tract 1262.06, Davis County, Utah",123925,20563,7924,750,6786,708,150,127,52,60,501,295,3,4,5th Quintile,5,6,7,8,9,10,14,19,47,185,93,0.8563856638061585,0.018929833417465926,0.006562342251388188,0.06322564361433619,White
29308,Black,Black,NA,2020-12-11,Houston,TX,77088,Harris,Texas Department of Public Safety,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,48201532800,"Census Tract 5328, Harris County, Texas",70433,4057,2032,463,420,112,728,401,35,46,840,182,2,3,4th Quintile,4,4,5,5,6,7,10,13,31,121,61,0.20669291338582677,0.35826771653543305,0.017224409448818898,0.41338582677165353,NA
29305,Black,Black,NA,2020-12-11,Oklahoma City,OK,73120,Oklahoma,Oklahoma City Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,40109108307,"Census Tract 1083.07, Oklahoma County, Oklahoma",60114,12058,4465,670,1727,464,1057,583,17,20,704,568,2,2,3rd Quintile,3,3,4,4,5,5,7,10,24,93,47,0.38678611422172454,0.23673012318029116,0.003807390817469205,0.15767077267637178,NA
29309,Other/Unknown,Other/Unknown,NA,2020-12-11,Trout Creek,MT,59874,Sanders,Kalispell Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,30089000202,"Census Tract 2.02, Sanders County, Montana",46117,6940,4075,472,3772,454,14,25,16,21,158,63,1,1,2nd Quintile,2,2,2,2,3,3,4,5,13,50,25,0.9256441717791412,0.0034355828220858898,0.00392638036809816,0.038773006134969326,White
29301,Hispanic/Latino,Hispanic/Latino,NA,2020-12-10,Rehoboth Beach,DE,19971,Sussex,Milford Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,10005051017,"Census Tract 510.17, Sussex County, Delaware",66004,15024,2996,436,2577,351,222,255,113,100,26,47,2,3,3rd Quintile,3,4,4,5,5,6,9,11,28,110,55,0.8601468624833111,0.07409879839786382,0.03771695594125501,0.008678237650200267,White
29296,Other/Unknown,Black,0.981214,2020-12-10,Gary,IN,46406,Lake,Gary Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,18089010304,"Census Tract 103.04, Lake County, Indiana",39803,13470,2362,323,196,141,1787,260,0,12,379,233,1,1,1st Quintile,1,1,2,2,2,2,3,4,8,31,16,0.0829805249788315,0.7565622353937341,0,0.16045723962743438,Black
29297,White,White,NA,2020-12-10,Montclair,VA,22025,Prince William,Prince William County Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,51153901012,"Census Tract 9010.12, Prince William County, Virginia",91616,10789,3596,459,2313,351,691,365,154,159,394,176,3,4,4th Quintile,4,5,6,7,8,8,12,16,40,159,80,0.6432146829810901,0.1921579532814238,0.04282536151279199,0.10956618464961068,White
29299,White,White,NA,2020-12-10,Middleway,WV,25430,Jefferson,"Jefferson County Sheriff's Office, Ranson City Police Department, West Virginia State Police",Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,54037972300,"Census Tract 9723, Jefferson County, West Virginia",64985,16768,4824,449,3910,449,495,201,0,12,212,98,2,3,3rd Quintile,3,4,4,5,5,6,9,11,27,107,54,0.810530679933665,0.10261194029850747,0,0.0439469320066335,White
29300,White,White,NA,2020-12-10,Bivins,TX,75555,Cass,Cass County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,48067950500,"Census Tract 9505, Cass County, Texas",54900,13014,2594,436,2511,439,52,34,6,8,11,14,2,2,2nd Quintile,2,3,3,4,4,4,6,8,20,78,39,0.9680030840400925,0.020046260601387818,0.002313030069390902,0.004240555127216654,White
29302,Hispanic/Latino,Hispanic/Latino,NA,2020-12-10,Odessa,TX,79763,Ector,Ector County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,48135002000,"Census Tract 20, Ector County, Texas",50611,7860,3759,636,287,218,253,189,131,158,3069,624,1,2,2nd Quintile,2,2,3,3,3,4,5,7,16,63,32,0.07635009310986965,0.06730513434424049,0.034849694067571164,0.816440542697526,Hispanic/Latino
14892,Hispanic/Latino,Hispanic/Latino,NA,2020-12-09,Marathon,TX,79842,Brewster,Brewster County Sheriff's Office,Gunshot,Unarmed,None,Sudden threatening movement,Fleeing/Vehicle,Deadly force,48043950500,"Census Tract 9505, Brewster County, Texas",46325,5749,2702,380,1575,225,8,13,111,134,929,298,1,1,2nd Quintile,2,2,2,2,3,3,4,5,13,50,25,0.582901554404145,0.0029607698001480384,0.041080680977054036,0.34381939304219095,White
29289,Black,Black,NA,2020-12-09,Fort Atkinson,WI,53538,Jefferson,Wisconsin State Patrol,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,55055101300,"Census Tract 1013, Jefferson County, Wisconsin",79792,25053,6530,504,6038,546,76,75,75,61,151,111,3,3,4th Quintile,4,5,5,6,7,7,11,14,35,140,70,0.924655436447167,0.011638591117917305,0.011485451761102604,0.02312404287901991,White
29290,White,White,NA,2020-12-09,Oxford,MS,38655,Lafayette,Oxford Police Department,Gunshot,Armed,Fiream/Shotgun,Brandished weapon,Not fleeing,Deadly force,28071950203,"Census Tract 9502.03, Lafayette County, Mississippi",55191,17228,3303,805,1909,453,1298,676,17,25,73,112,2,2,2nd Quintile,2,3,3,4,4,4,6,8,20,79,40,0.5779594308204662,0.39297608234937936,0.0051468362095065095,0.022101120193763247,White
29291,Hispanic/Latino,Hispanic/Latino,NA,2020-12-09,Chicago,IL,60638,Cook,Chicago Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,17031561000,"Census Tract 5610, Cook County, Illinois",99274,21406,5999,974,3520,604,0,17,0,17,2423,1000,3,4,5th Quintile,5,5,6,7,8,9,13,17,42,167,84,0.5867644607434572,0,0,0.4039006501083514,White
29292,Black,Black,NA,2020-12-09,La Marque,TX,77568,Galveston,La Marque Police Department,Gunshot,Armed,Firearm/Handgun,Uncertain,Not fleeing,Deadly force,48167723000,"Census Tract 7230, Galveston County, Texas",31450,5651,3813,534,868,378,2006,385,0,14,918,294,1,1,1st Quintile,1,1,1,1,1,1,2,2,4,14,7,0.22764227642276422,0.5260949383687386,0,0.24075531077891424,Black
29285,Black,Black,NA,2020-12-08,Gates,OR,97346,Linn,"Linn County Sheriff's Office, Oregon State Police",Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Fleeing/Vehicle,Deadly force,41047010600,"Census Tract 106, Marion County, Oregon",47993,9780,2428,328,2083,284,61,78,5,7,28,24,1,2,2nd Quintile,2,2,2,3,3,3,5,6,14,55,28,0.8579077429983526,0.02512355848434926,0.002059308072487644,0.011532125205930808,White
29286,White,White,NA,2020-12-08,Las Vegas,NV,89148,Clark,Las Vegas Metropolitan Police Department,Gunshot,Armed,Blunt object/Hammer,Brandished weapon,Not fleeing,Deadly force,32003005864,"Census Tract 58.64, Clark County, Nevada",76388,6354,5597,959,2010,434,867,650,1479,390,699,156,3,3,4th Quintile,4,5,5,6,7,7,11,14,34,134,67,0.3591209576558871,0.1549044130784349,0.26424870466321243,0.12488833303555476,NA
29287,White,White,NA,2020-12-08,Riverview,FL,33578,Hillsborough,Hillsborough County Sheriff's Office,Gunshot,Unarmed,None,Reached to waist,Fleeing/Vehicle,Deadly force,12057013410,"Census Tract 134.10, Hillsborough County, Florida",61632,5737,4836,504,1830,429,1326,374,7,10,1528,329,2,2,3rd Quintile,3,3,4,4,5,5,8,10,25,98,49,0.3784119106699752,0.27419354838709675,0.0014474772539288668,0.3159636062861869,NA
29280,Other/Unknown,White,0.942633,2020-12-07,Cave Junction,OR,97523,Josephine,"Grants Pass Department of Public Safety, Oregon State Police, Josephine County Sheriff's Office",Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,41033361601,"Census Tract 3616.01, Josephine County, Oregon",30427,5928,4566,597,4147,557,50,62,49,81,246,169,1,1,1st Quintile,1,1,1,1,1,1,1,2,4,13,7,0.9082347787998248,0.010950503723171266,0.01073149364870784,0.05387647831800263,White
29281,Other/Unknown,White,0.94129,2020-12-07,Cave Junction,OR,97523,Josephine,"Grants Pass Department of Public Safety, Oregon State Police, Josephine County Sheriff's Office",Gunshot,Unarmed,None,None,Not fleeing,Deadly force,41033361601,"Census Tract 3616.01, Josephine County, Oregon",30427,5928,4566,597,4147,557,50,62,49,81,246,169,1,1,1st Quintile,1,1,1,1,1,1,1,2,4,13,7,0.9082347787998248,0.010950503723171266,0.01073149364870784,0.05387647831800263,White
29284,Black,Black,NA,2020-12-07,Flint,MI,48507,Genesee,Michigan State Police,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,26049013500,"Census Tract 135, Genesee County, Michigan",33083,6962,5213,771,2407,409,2291,650,0,15,16,27,1,1,1st Quintile,1,1,1,1,1,1,2,2,5,17,9,0.4617302896604642,0.4394782275081527,0,0.0030692499520429697,NA
29269,Hispanic/Latino,Hispanic/Latino,NA,2020-12-06,Rowland Heights,CA,91748,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,Armed,Vehicle,Intentional vehicular assault,Fleeing/Vehicle,Deadly force,06037408724,"Census Tract 4087.24, Los Angeles County, California",44413,9242,5396,638,111,74,54,70,2388,419,2815,498,1,1,2nd Quintile,2,2,2,2,2,3,4,5,11,44,22,0.020570793180133433,0.01000741289844329,0.4425500370644922,0.5216827279466272,Hispanic/Latino
29268,Black,Black,NA,2020-12-06,St. Louis,MO,63116,St. Louis City,St. Louis Metropolitan Police Department,Gunshot,Armed,Edged weapon/Screwdriver,Advanced toward officer(s),Not fleeing,Deadly force,29510115300,"Census Tract 1153, St. Louis city, Missouri",41526,5071,4918,653,2402,536,1155,400,556,226,620,404,1,1,1st Quintile,1,2,2,2,2,2,3,4,9,36,18,0.4884099227328182,0.23485156567710452,0.11305408702724686,0.1260675071167141,NA
29279,Black,Black,NA,2020-12-06,Dayton,OH,45403,Montgomery,Dayton Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,39113002000,"Census Tract 20, Montgomery County, Ohio",25511,11383,2694,549,1858,553,585,215,0,12,243,233,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,7,4,0.6896807720861173,0.21714922048997773,0,0.09020044543429843,White
29574,Black,Black,NA,2020-12-06,Goose Creek,SC,29445,Berkeley,Hanahan Police Department,Gunshot,Armed,Firearm/Handgun,Self-inflicted injury,Fleeing/Vehicle,Deadly force,45015020804,"Census Tract 208.04, Berkeley County, South Carolina",52792,10084,2322,451,1038,216,860,320,231,209,160,146,2,2,2nd Quintile,2,3,3,3,4,4,6,8,18,71,36,0.4470284237726098,0.37037037037037035,0.09948320413436693,0.06890611541774333,NA
29262,White,White,NA,2020-12-05,Mountain Iron,MN,55768,St. Louis,St. Louis County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Sudden threatening movement,Not fleeing,Deadly force,27137012800,"Census Tract 128, St. Louis County, Minnesota",65089,12742,2880,39,2788,101,7,14,68,84,0,9,2,3,3rd Quintile,3,4,4,5,5,6,9,11,27,108,54,0.9680555555555556,0.0024305555555555556,0.02361111111111111,0,White
29264,Black,Black,NA,2020-12-05,Toledo,OH,43605,Lucas,Toledo Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,39095005101,"Census Tract 51.01, Lucas County, Ohio",24259,6038,2981,391,1351,368,1000,224,23,44,429,219,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,6,3,0.45320362294532035,0.3354579000335458,0.007715531700771553,0.14391143911439114,NA
29265,Other/Unknown,Other/Unknown,NA,2020-12-05,Mesquite,TX,75043,Dallas,"Jefferson Police Department, Seven Points Police Department",Gunshot,Uncertain,Uncertain,Uncertain,Fleeing/Vehicle,Deadly force,48113018130,"Census Tract 181.30, Dallas County, Texas",39482,8577,4060,679,920,128,1960,614,30,46,1070,279,1,1,1st Quintile,1,1,2,2,2,2,3,4,8,31,16,0.22660098522167488,0.4827586206896552,0.007389162561576354,0.26354679802955666,NA
29266,Other/Unknown,White,0.955161,2020-12-05,Savannah,GA,31419,Chatham,Savannah Police Department,Gunshot,Armed,Edged weapon/Razor knife,Advanced toward officer(s),Not fleeing,Deadly force,13051010901,"Census Tract 109.01, Chatham County, Georgia",30397,3336,4079,542,1226,234,2098,465,168,202,531,259,1,1,1st Quintile,1,1,1,1,1,1,1,2,4,13,7,0.3005638636920814,0.5143417504290267,0.041186565334640844,0.1301789654327041,Black
29256,Black,Black,NA,2020-12-04,Bronx,NY,10466,Bronx,"City of New York Police Department, U.S. Marshals Service",Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,36005042800,"Census Tract 428, Bronx County, New York",95096,32468,1976,425,56,38,1295,198,11,18,192,94,3,4,5th Quintile,5,5,6,7,8,9,13,17,41,163,82,0.02834008097165992,0.6553643724696356,0.005566801619433198,0.09716599190283401,Black
29257,Black,Black,NA,2020-12-04,Columbus,OH,43224,Franklin,Franklin County Sheriff's Office,Gunshot,Uncertain,Firearm/Gun,Uncertain,Not fleeing,Deadly force,39049007722,"Census Tract 77.22, Franklin County, Ohio",35313,15028,4318,842,2229,701,1019,315,470,385,470,308,1,1,1st Quintile,1,1,1,1,1,2,2,3,6,21,11,0.516211208893006,0.23598888374247337,0.10884668828161186,0.10884668828161186,White
29258,White,White,NA,2020-12-04,Buckeye,AZ,85326,Maricopa,U.S. Federal Bureau of Investigation,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,04013050604,"Census Tract 506.04, Maricopa County, Arizona",60990,14308,2990,434,1844,408,1,4,21,22,1064,280,2,2,3rd Quintile,3,3,4,4,5,5,8,10,24,96,48,0.6167224080267558,3.3444816053511704e-4,0.0070234113712374585,0.3558528428093645,White
29260,White,White,NA,2020-12-04,Spokane,WA,99260,Spokane,Spokane County Detention Services,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,53063002400,"Census Tract 24, Spokane County, Washington",26975,12016,2977,430,2148,338,104,56,63,76,250,133,1,1,1st Quintile,1,1,1,1,1,1,1,1,3,9,5,0.7215317433658045,0.034934497816593885,0.02116224386966745,0.08397715821296607,White
29261,White,White,NA,2020-12-04,Prichard,WV,25555,Wayne,West Virginia State Police,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,54099020700,"Census Tract 207, Wayne County, West Virginia",55652,9022,3950,759,3944,759,3,6,3,6,0,12,2,2,2nd Quintile,2,3,3,4,4,4,6,8,20,80,40,0.9984810126582279,7.594936708860759e-4,7.594936708860759e-4,0,White
29252,White,White,NA,2020-12-03,Mansfield,OH,44907,Richland,Richland County Sheriff's Office,Gunshot,Unarmed,None,Advanced toward officer(s),Not fleeing,Deadly force,39139002101,"Census Tract 21.01, Richland County, Ohio",45409,5989,4944,626,4238,619,414,321,200,184,43,45,1,1,2nd Quintile,2,2,2,2,3,3,4,5,12,47,24,0.857200647249191,0.08373786407766991,0.040453074433656956,0.008697411003236247,White
29253,Black,Black,NA,2020-12-03,Detroit,MI,48215,Wayne,Detroit Police Department,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,26163512800,"Census Tract 5128, Wayne County, Michigan",16172,3013,2404,445,83,57,2220,427,0,11,63,82,1,1,1st Quintile,1,1,1,1,1,1,1,1,1,1,1,0.034525790349417634,0.9234608985024958,0,0.0262063227953411,Black
29254,Black,Black,NA,2020-12-03,East Nashville,TN,37206,Davidson,Metropolitan Nashville Police Department,Tasered,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,47037011700,"Census Tract 117, Davidson County, Tennessee",76667,22986,5787,797,4086,730,1255,372,57,73,171,141,3,3,4th Quintile,4,5,5,6,7,7,11,14,34,134,67,0.7060653188180405,0.2168653879384828,0.009849663037843442,0.029548989113530325,White
29255,Black,Black,NA,2020-12-03,Phoenix,AZ,85021,Maricopa,Phoenix Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,04013104402,"Census Tract 1044.02, Maricopa County, Arizona",36314,6887,2457,385,502,167,345,216,798,285,600,332,1,1,1st Quintile,1,1,1,1,2,2,2,3,6,24,12,0.2043142043142043,0.14041514041514042,0.3247863247863248,0.2442002442002442,NA
29247,Hispanic/Latino,Hispanic/Latino,NA,2020-12-02,Redding,CA,96003,Shasta,Redding Police Department,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,06089010300,"Census Tract 103, Shasta County, California",62677,4180,4370,589,3121,589,151,176,287,219,425,179,2,3,3rd Quintile,3,4,4,5,5,6,8,11,26,101,51,0.714187643020595,0.03455377574370709,0.06567505720823799,0.09725400457665904,White
29248,Black,Black,NA,2020-12-02,St. Petersburg,FL,33705,Pinellas,St. Petersburg Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Vehicle,Deadly force,12103020600,"Census Tract 206, Pinellas County, Florida",60064,17645,3929,708,622,298,2658,631,0,14,239,262,2,2,3rd Quintile,3,3,4,4,5,5,7,10,24,93,47,0.15831000254517688,0.6765080173072029,0,0.060829727666072794,Black
29222,White,White,NA,2020-12-01,Rutherfordton,NC,28139,Rutherford,Rutherford County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Struggled,Not fleeing,Deadly force,37161960503,"Census Tract 9605.03, Rutherford County, North Carolina",33750,17951,1520,317,1387,342,86,91,0,13,0,13,1,1,1st Quintile,1,1,1,1,1,1,2,2,5,18,9,0.9125,0.056578947368421055,0,0,White
29243,Black,Black,NA,2020-12-01,Pineville,LA,71360,Rapides,U.S. Bureau of Investigation,Gunshot,Armed,Firearm/gun,Used weapon,Not fleeing,Deadly force,22079011300,"Census Tract 113, Rapides Parish, Louisiana",55458,15137,2637,658,2100,657,486,309,22,40,29,45,2,2,2nd Quintile,2,3,3,4,4,4,6,8,20,80,40,0.7963594994311718,0.18430034129692832,0.008342813803564657,0.010997345468335229,White
29227,Black,Black,NA,2020-11-30,Ferry Pass,FL,32504,Escambia,Escambia County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,12033001101,"Census Tract 11.01, Escambia County, Florida",87663,12378,5992,766,5279,726,208,154,170,195,160,126,3,4,4th Quintile,4,5,6,7,7,8,12,16,39,153,77,0.8810080106809078,0.03471295060080107,0.028371161548731642,0.0267022696929239,White
29231,Black,Black,NA,2020-11-30,Phoenix,AZ,85015,Maricopa,Phoenix Police Department,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,04013116900,"Census Tract 1169, Maricopa County, Arizona",41208,9290,2676,498,254,127,52,40,50,43,2294,492,1,1,1st Quintile,1,2,2,2,2,2,3,4,9,35,18,0.09491778774289986,0.01943198804185351,0.01868460388639761,0.8572496263079222,Hispanic/Latino
29230,Black,Black,NA,2020-11-29,Houma,LA,70364,Terrebonne,"Houma Police Department, Terrebonne Parish Sheriff's Office",Gunshot,Armed,Firearm/gun,Used weapon,Not fleeing,Deadly force,22109000501,"Census Tract 5.01, Terrebonne Parish, Louisiana",21596,9879,2277,554,529,329,783,497,0,14,0,14,1,1,1st Quintile,1,1,1,1,1,1,1,1,1,4,2,0.23232323232323232,0.3438735177865613,0,0,NA
29217,Hispanic/Latino,Hispanic/Latino,NA,2020-11-29,San Angelo,TX,76901,Tom Green,San Angelo Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,48451001200,"Census Tract 12, Tom Green County, Texas",57584,16759,8534,1050,3007,454,496,244,0,20,4975,1020,2,2,3rd Quintile,3,3,3,4,4,5,7,9,22,86,43,0.3523552847433794,0.05812045933911413,0,0.5829622685727678,Hispanic/Latino
29218,Black,Black,NA,2020-11-29,Fayetteville,GA,30215,Fayette,Fayette County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,13113140501,"Census Tract 1405.01, Fayette County, Georgia",127031,25722,6703,742,5551,732,526,251,225,151,257,231,3,4,5th Quintile,5,6,7,8,9,10,14,19,47,186,93,0.8281366552290019,0.0784723258242578,0.03356705952558556,0.03834104132477995,White
29220,White,White,NA,2020-11-27,Amberg,WI,54102,Marinette,Marinette County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Fleeing/Vehicle,Deadly force,55075960200,"Census Tract 9602, Marinette County, Wisconsin",41891,4945,3717,256,3541,253,15,16,49,22,46,46,1,1,1st Quintile,1,2,2,2,2,2,3,4,10,37,19,0.9526499865482916,0.004035512510088781,0.013182674199623353,0.012375571697605597,White
